--Name||NpcParamID||NpcThinkID||CharaInitID||SpEffect,Speffect,SpEffect
Mausoleum Exile Soldier (F) (Mountaintops of the Giants)||30005051||30001000||-1||-1
Exile Soldier (G) (Stormveil Castle)||30001014||30001100||-1||-1
Mausoleum Exile Soldier (G) (Stranded Graveyard)||30005007||30001100||-1||-1
Exile Soldier (H) (Stormveil Castle)||30002014||30002000||-1||-1
Exile Soldier (H) (Stormveil Castle) 2||30002014||30002005||-1||-1
Mausoleum Exile Soldier (H) (Mountaintops of the Giants)||30006051||30002010||-1||-1
Exile Soldier (I) (Stormveil Castle)||30003214||30003000||-1||-1
Exile Soldier (I) (Stormveil Castle) 2||30003214||30003030||-1||10164
Exile Soldier (I) (Stormveil Castle) 3||30003214||30003100||-1||-1
Exile Soldier (J) (Stormveil Castle)||30003014||30003200||-1||-1
Exile Soldier (J) (Stormveil Castle) 2||30003214||30003200||-1||-1
Exile Soldier (K) (Stormveil Castle)||30003214||30003400||-1||10164
Exile Soldier (L) (Stormveil Castle)||30003514||30003800||-1||-1
Exile Soldier (L) (Stormveil Castle) 2||30003214||30003800||-1||-1
Exile Soldier (L) (Stormveil Castle) 3||30003014||30003800||-1||10183
Exile Soldier (L) (Stormveil Castle) 4||30003014||30003800||-1||-1

--Banished Knight
Banished Knight (Stormveil Castle)||30100114||30100000||-1||-1
Banished Knight (Crumbling Farum Azula)||30100172||30100000||-1||-1
Banished Knight (Caelid)||30100140||30100000||-1||-1
Mausoleum Banished Knight (Mountaintops of the Giants)||30100451||30100000||-1||-1
Banished Knight (B) (Stormveil Castle)||30100814||30100100||-1||-1
Banished Knight (B) (Stormveil Castle) 2||30100114||30100100||-1||-1
Banished Knight (C) (Stormveil Castle)||30100014||30100200||-1||-1
Mausoleum Banished Knight (C) (Stranded Graveyard)||30100507||30100200||-1||-1
Banished Knight (D) (Crumbling Farum Azula)||30101172||30101000||-1||-1
Mausoleum Banished Knight (D) (Mountaintops of the Giants)||30101451||30101000||-1||-1
Mausoleum Banished Knight (E) (Mountaintops of the Giants)||30101651||30101200||-1||-1
Banished Knight (F) (Stormveil Castle)||30102014||30102000||-1||-1
Banished Knight (F) (Crumbling Farum Azula)||30102172||30102000||-1||-1
Mausoleum Banished Knight (F) (Stranded Graveyard)||30102507||30102000||-1||-1
Mausoleum Banished Knight (G) (Mountaintops of the Giants)||30102651||30102200||-1||-1
Banished Knight (Niall Boss) (H) (Mountaintops of the Giants)||30106051||30106050||-1||-1
Banished Knight (Niall Boss) (I) (Mountaintops of the Giants)||30107051||30107050||-1||-1

--Large Exile Soldier
Large Exile Soldier (Stormveil Castle)||30200014||30200000||-1||5000
Large Exile Soldier (Stormveil Castle) 2||30200014||30200000||-1||-1
Mausoleum Large Exile Soldier (Mountaintops of the Giants)||30200151||30200000||-1||-1
Large Exile Soldier (Boss) (Caelid)||30208040||30200040||-1||-1
Large Exile Soldier (B) (Stormveil Castle)||30200014||30200800||-1||-1
Mausoleum Large Exile Soldier (B) (Mountaintops of the Giants)||30200151||30200800||-1||-1
Large Exile Soldier (C) (Stormveil Castle)||30200014||30200900||-1||-1

--Commander Niall/O'Neil
Commander Niall (Mountaintops of the Giants)||30500051||30500000||-1||-1
Commander O'Neil (B) (Caelid)||30500140||30500940||-1||-1

--Giant Skeleton
Giant Skeleton (Altus Plateau)||30600030||30600000||-1||-1
Giant Skeleton (Liurnia of the Lakes)||30600020||30600000||-1||-1
Giant Skeleton (Greyoll's Dragonbarrow)||30600040||30600000||-1||-1
Giant Skeleton (B) (Liurnia of the Lakes)||30601020||30601000||-1||-1
Giant Skeleton (B) (Altus Plateau)||30601030||30601000||-1||-1
Giant Skeleton (B) (Caelid)||30601040||30601000||-1||-1
Giant Skeleton (B) (Mountaintops of the Giants)||30601050||30601000||-1||-1

--Undead Azula Beastman
Undead Azula Beastman (Crumbling Farum Azula)||30610072||30600000||-1||-1
Undead Azula Beastman (B) (Crumbling Farum Azula)||30610072||30601000||-1||-1
Undead Azula Beastman (C) (Crumbling Farum Azula)||30610072||30610000||-1||5000
Undead Azula Beastman (D) (Crumbling Farum Azula)||30611072||30611000||-1||-1

--Dominula Celebrant
Dominula Celebrant (Altus Plateau)||30700030||30700000||-1||-1
Dominula Celebrant (Altus Plateau) 2||30700030||30700000||-1||12057
Dominula Celebrant (B) (Altus Plateau)||30700030||30700100||-1||5000
Dominula Celebrant (B) (Altus Plateau) 2||30700030||30700100||-1||-1
Dominula Celebrant (C) (Altus Plateau)||30701030||30701000||-1||5000
Dominula Celebrant (D) (Altus Plateau)||30702030||30702000||-1||-1
Dominula Celebrant (D) (Altus Plateau) 2||30702030||30702000||-1||12057
Dominula Celebrant (E) (Altus Plateau)||30703030||30703000||-1||-1
Dominula Celebrant (E) (Altus Plateau) 2||30703030||30703000||-1||12057
Dominula Celebrant (F) (Altus Plateau)||30703030||30703100||-1||5000
Dominula Celebrant (G) (Altus Plateau)||30704030||30704000||-1||5000
Dominula Celebrant (G) (Altus Plateau) 2||30704030||30704000||-1||-1

--Imp
Imp (Leyndell, Royal Capital)||30800034||30800000||-1||-1
Imp (Leyndell, Royal Capital) 2||30801034||30800000||-1||17153
Imp (Leyndell, Royal Capital) 3||30806034||30800000||-1||-1
Imp (Stranded Graveyard)||30800007||30800000||-1||-1
Imp (Impaler's Catacombs)||30800012||30800000||-1||5000
Imp (Impaler's Catacombs) 2||30800012||30800000||-1||-1
Imp (Stormfoot Catacombs)||30800010||30800000||-1||17153
Imp (Murkwater Catacombs)||30800010||30800000||-1||-1
Imp (Stormfoot Catacombs) 2||30800010||30800000||-1||17152
Imp (Stormfoot Catacombs) 3||30800010||30800000||-1||5000
Imp (Road's End Catacombs)||30801120||30800000||-1||17153
Imp (Road's End Catacombs) 2||30800020||30800000||-1||17154
Imp (Murkwater Catacombs) 2||30800110||30800000||-1||-1
Imp (Cliffbottom Catacombs)||30800020||30800000||-1||-1
Imp (Cliffbottom Catacombs) 2||30801120||30800000||-1||-1
Imp (Wyndham Catacombs)||30801232||30800000||-1||-1
Imp (Wyndham Catacombs) 2||30801232||30800000||-1||17153
Imp (Sainted Hero's Grave)||30800030||30800000||-1||-1
Imp (Sainted Hero's Grave) 2||30800030||30800000||-1||17152,5000
Imp (Sainted Hero's Grave) 3||30800030||30800000||-1||17152
Imp (Auriza Side Tomb)||30800033||30800000||-1||-1
Imp (Auriza Side Tomb) 2||30801233||30800000||-1||17153
Imp (Auriza Side Tomb) 3||30801233||30800000||-1||-1
Imp (Auriza Side Tomb) 4||30801133||30800000||-1||17153
Imp (Auriza Side Tomb) 5||30802033||30800000||-1||-1
Imp (Auriza Side Tomb) 6||30802033||30800000||-1||17153
Imp (Auriza Side Tomb) 7||30801133||30800000||-1||-1
Imp (Minor Erdtree Catacombs)||30800040||30800000||-1||5000
Imp (Minor Erdtree Catacombs) 2||30800040||30800000||-1||-1
Imp (Minor Erdtree Catacombs) 3||30800040||30800000||-1||17152,5000
Imp (Minor Erdtree Catacombs) 4||30801040||30800000||-1||17153
Imp (War-Dead Catacombs)||30800042||30800000||-1||-1
Imp (War-Dead Catacombs) 2||30800042||30800000||-1||17152
Imp (War-Dead Catacombs) 3||30801042||30800000||-1||17153
Imp (War-Dead Catacombs) 4||30800042||30800000||-1||17154
Imp (War-Dead Catacombs) 5||30801042||30800000||-1||17153,5000
Imp (War-Dead Catacombs) 6||30806042||30800000||-1||-1
Imp (Giants' Mountaintop Catacombs)||30800050||30800000||-1||-1
Imp (Giant-Conquering Hero's Grave)||30806050||30800000||-1||-1
Imp (Giants' Mountaintop Catacombs) 2||30800050||30800000||-1||17153
Imp (Giants' Mountaintop Catacombs) 3||30801150||30800000||-1||17153
Imp (Giants' Mountaintop Catacombs) 4||30800050||30800000||-1||5000
Imp (Consecrated Snowfield Catacombs)||30800052||30800000||-1||-1
Imp (Subterranean Shunning-Grounds)||30802035||30800000||-1||-1
Imp (Subterranean Shunning-Grounds) 2||30801035||30800000||-1||-1
Imp (Subterranean Shunning-Grounds) 3||30800035||30800000||-1||17153
Imp (Subterranean Shunning-Grounds) 4||30800035||30800000||-1||-1
Imp (Altus Plateau)||30800830||30800000||-1||4315
Imp (Mountaintops of the Giants)||30800852||30800000||-1||4315
Imp (Impaler's Catacombs) 3||30800012||30800010||-1||17153
Imp (Road's End Catacombs) 3||30800020||30800010||-1||17152
Imp (Road's End Catacombs) 4||30800020||30800010||-1||17153
Imp (Cliffbottom Catacombs) 3||30800020||30800010||-1||-1
Imp (Cliffbottom Catacombs) 4||30801120||30800010||-1||-1
Imp (Wyndham Catacombs) 3||30801232||30800010||-1||17153
Imp (Altus Plateau) 2||30800830||30800010||-1||4315
Imp (Cliffbottom Catacombs) 5||30800020||30800020||-1||17152
Imp (Wyndham Catacombs) 4||30801232||30800020||-1||17153
Imp (Minor Erdtree Catacombs) 5||30800040||30800020||-1||-1
Imp (Minor Erdtree Catacombs) 6||30800040||30800020||-1||17153
Imp (Minor Erdtree Catacombs) 7||30801040||30800020||-1||17153
Imp (Giant-Conquering Hero's Grave) 2||30800050||30800020||-1||5000,17152
Imp (Consecrated Snowfield Catacombs) 2||30800052||30800020||-1||17153
Imp (Subterranean Shunning-Grounds) 5||30800035||30800020||-1||5000
Imp (Subterranean Shunning-Grounds) 6||30800035||30800020||-1||17153
Imp (Subterranean Shunning-Grounds) 7||30802035||30800030||-1||-1
Imp (Impaler's Catacombs) 4||30800012||30800040||-1||17153
Imp (Auriza Side Tomb) 8||30800033||30800040||-1||-1
Imp (Minor Erdtree Catacombs) 8||30800040||30800040||-1||17152
Imp (Subterranean Shunning-Grounds) 8||30800035||30800040||-1||17153
Imp (Stormfoot Catacombs) 4||30800010||30800100||-1||17153
Imp (Cliffbottom Catacombs) 6||30800020||30800100||-1||-1
Imp (Cliffbottom Catacombs) 7||30800020||30800100||-1||17152
Imp (Consecrated Snowfield Catacombs) 3||30800052||30800100||-1||17152
Imp (Consecrated Snowfield Catacombs) 4||30800052||30800100||-1||17153
Imp (Murkwater Catacombs) 3||30800010||30800110||-1||17153
Imp (Cliffbottom Catacombs) 8||30801120||30800110||-1||5000
Imp (Cliffbottom Catacombs) 9||30800020||30800110||-1||-1
Imp (Cliffbottom Catacombs) 10||30801120||30800110||-1||17153
Imp (Cliffbottom Catacombs) 11||30800020||30800110||-1||17153
Imp (B) (Subterranean Shunning-Grounds)||30801035||30800400||-1||-1
Imp (C) (Subterranean Shunning-Grounds)||30802035||30800500||-1||-1
Imp (Boss) (D) (Impaler's Catacombs)||30800912||30800900||-1||17152
Imp (Boss) (D) (Impaler's Catacombs) 2||30800912||30800900||-1||-1
Imp (Boss) (D) (Impaler's Catacombs) 3||30800912||30800900||-1||17153
Imp (E) (Stranded Graveyard)||30806007||30802000||-1||-1
Imp (E) (Cliffbottom Catacombs)||30806020||30802000||-1||-1
Imp (E) (Cliffbottom Catacombs) 2||30806020||30802000||-1||17152
Imp (E) (Wyndham Catacombs)||30806032||30802000||-1||5000
Imp (E) (Sainted Hero's Grave)||30806030||30802000||-1||-1
Imp (E) (Auriza Side Tomb)||30806033||30802000||-1||-1
Imp (E) (Minor Erdtree Catacombs)||30806040||30802000||-1||-1
Imp (E) (Giants' Mountaintop Catacombs)||30806050||30802000||-1||-1
Imp (E) (Consecrated Snowfield Catacombs)||30806052||30802000||-1||-1
Imp (E) (Subterranean Shunning-Grounds)||30806035||30802000||-1||-1

--Bell Bearing Hunter/Elemer
Elemer of the Briar (Shaded Castle)||31000931||31000931||-1||-1
Bell Bearing Hunter (Liurnia of the Lakes)||31000020||31001000||-1||-1
Bell Bearing Hunter (Stormhill)||31000010||31001000||-1||-1
Bell Bearing Hunter (Capital Outskirts)||31000033||31001000||-1||-1
Bell Bearing Hunter (Greyoll's Dragonbarrow)||31000042||31001000||-1||-1

--Night's Cavalry
Night's Cavalry (Liurnia of the Lakes)||31500020||31500000||-1||-1
Night's Cavalry (Boss) (Limgrave)||31500010||31500000||-1||-1
Night's Cavalry (Mountaintops of the Giants)||31500050||31500000||-1||-1
Night's Cavalry (Greyoll's Dragonbarrow)||31500042||31500000||-1||-1
Night's Cavalry (Glaive) (Southwest Mountaintops)||31500052||31500052||-1||-1
Night's Cavalry (B) (Altus Plateau)||31501030||31501000||-1||-1
Night's Cavalry (Boss) (B) (Weeping Peninsula)||31501012||31501000||-1||-1
Night's Cavalry (B) (Caelid)||31501040||31501000||-1||-1
Night's Cavalry (Flail) (B) (Southwest Mountaintops)||31501052||31501052||-1||-1

--Albinauric Archer
Albinauric Archer (Consecrated Snowfield)||31700052||31700000||-1||11870
Albinauric Archer (Consecrated Snowfield) 2||31700052||31700000||-1||-1
Albinauric Archer (Consecrated Snowfield) 3||31700052||31700000||-1||19055,19058
Albinauric Archer (Consecrated Snowfield) 4||31700052||31700052||-1||-1
Albinauric Archer (Consecrated Snowfield) 5||31701052||31700054||-1||-1
Albinauric Archer (Consecrated Snowfield) 6||31701052||31700055||-1||-1
Albinauric Archer (Consecrated Snowfield) 7||31701052||31700057||-1||-1
Albinauric Archer (Consecrated Snowfield) 8||31700052||31700059||-1||-1
Latenna the Albinauric (B) (Liurnia of the Lakes)||31709020||31709000||-1||-1
Latenna the Albinauric (B) (Consecrated Snowfield)||31709052||31709000||-1||-1

--Big Wolf
Big Wolf (Consecrated Snowfield)||31800052||31800000||-1||5401
Big Wolf (Consecrated Snowfield) 2||31800052||31800000||-1||-1
Big Wolf (Consecrated Snowfield) 3||31800052||31800000||-1||19055,19058
Big Wolf (Liurnia of the Lakes)||31800021||31800020||-1||-1

--Red Wolf of Radagon
Red Wolf of Radagon (Siofra River)||31810065||31810000||-1||-1
Red Wolf of Radagon (Moonlight Altar)||31810022||31810000||-1||-1
Red Wolf of Radagon (Liurnia of the Lakes)||31810020||31810000||-1||-1
Red Wolf of Radagon Sword (Academy of Raya Lucaria)||31811024||31810024||-1||-1
Red Wolf of Radagon Sword (Mountaintops of the Giants)||31811052||31810052||-1||16941
Red Wolf of the Champion (B) (Gelmir Hero's Grave)||31811032||31810932||-1||-1

--Nomadic Merchant
Frenzied Nomad (Subterranean Shunning-Grounds)||32010035||32010000||-1||-1
Hermit Merchant (Ainsel River)||32002860||32000000||-1||-1
Abandoned Merchant (Siofra River)||32002764||32000000||-1||-1
Imprisoned Merchant (Mohgwyn Palace)||32002968||32000000||-1||-1
Isolated Merchant (Liurnia of the Lakes)||32001720||32000000||-1||-1
Nomadic Merchant (Liurnia of the Lakes)||32001820||32000000||-1||-1
Nomadic Merchant (Mt. Gelmir)||32002132||32000000||-1||-1
Nomadic Merchant (Liurnia of the Lakes) 2||32001520||32000000||-1||-1
Nomadic Merchant (Altus Plateau)||32002030||32000000||-1||-1
Isolated Merchant (Weeping Peninsula)||32001612||32000000||-1||-1
Nomadic Merchant (Limgrave)||32001310||32000000||-1||-1
Merchant Kale (Limgrave)||32000010||32000000||-1||-1
Hermit Merchant (Capital Outskirts)||32001933||32000000||-1||-1
Nomadic Merchant (Weeping Peninsula)||32001412||32000000||-1||-1
Nomadic Merchant (m60_44_39_10)||32001110||32000000||-1||-1
Nomadic Merchant (Limgrave) 2||32001210||32000000||-1||-1
Nomadic Merchant (Limgrave) 3||32003010||32000000||-1||-1
Nomadic Merchant (Caelid)||32002240||32000000||-1||-1
Isolated Merchant (Greyoll's Dragonbarrow)||32002542||32000000||-1||-1
Nomadic Merchant (Caelid) 2||32002340||32000000||-1||-1
Hermit Merchant (Mountaintops of the Giants)||32002650||32000000||-1||-1

--Tree Sentinel
Draconic Tree Sentinel (Crumbling Farum Azula)||32500072||32500000||-1||-1
Draconic Tree Sentinel (B) (Capital Outskirts)||32500033||32500900||-1||-1
Tree Sentinel (Altus Plateau)||32510030||32510900||-1||-1
Tree Sentinel (Limgrave)||32510010||32510900||-1||-1
Tree Sentinel - Torch (B) (Altus Plateau)||32511030||32511000||-1||-1

--Loretta, Knight of the Haligtree
Loretta, Knight of the Haligtree (Miquella's Haligtree)||32520054||32520054||-1||5000
Royal Knight Loretta (Liurnia of the Lakes)||32520921||32520110||-1||-1

--Nox Swordstress
Nox Swordstress (Ainsel River)||33000062||33000000||-1||-1
Nox Swordstress (Boss) (B) (Caelid)||33000940||33000900||-1||-1
Nox Swordstress (C) (Ainsel River)||33001062||33100000||-1||-1
Nox Swordstress (C) (Siofra River Start)||33001065||33100000||-1||-1
Nox Swordstress (Boss) (D) (Caelid)||33001940||33100900||-1||-1
Nox Swordstress (E) (Ainsel River)||33002062||33101000||-1||-1
Nox Swordstress (E) (Siofra River)||33002065||33101000||-1||-1

--Silver Tear
Silver Tear (Ainsel River) 3||33202262||33200000||-1||5000
Silver Tear (Ainsel River) 4||33200062||33200000||-1||-1
Silver Tear (Ainsel River) 5||33200262||33200000||-1||-1
Silver Tear (Ainsel River) 6||33202262||33200000||-1||-1
Silver Tear (Ainsel River) 7||33202062||33200000||-1||-1
Silver Tear (Ainsel River) 8||33201062||33200000||-1||-1
Silver Tear (Siofra River) 5||33201165||33200000||-1||-1
Silver Tear (Siofra River) 6||33201065||33200000||-1||-1
Silver Tear (Siofra River Start)||33200265||33200000||-1||-1
Silver Tear (Hidden Path to the Haligtree)||33201052||33200000||-1||-1
Silver Tear (B) (Ainsel River)||33200162||33200100||-1||-1
Silver Tear (B) (Siofra River Start)||33200265||33200100||-1||16311
Silver Tear (B) (Siofra River Start) 2||33200265||33200100||-1||5000
Silver Tear (B) (Siofra River Start) 3||33200265||33200100||-1||-1
Silver Tear (C) (Siofra River)||33201065||33200200||-1||-1

--Giant Silver Tear
Giant Silver Tear (Ainsel River)||33300662||33300000||-1||-1
Giant Silver Tear (Ainsel River) 2||33300762||33300000||-1||-1
Giant Silver Tear (Siofra River)||33300665||33300000||-1||-1
Giant Silver Tear (Caelid)||33300040||33300020||-1||-1
Giant Silver Tear (Greyoll's Dragonbarrow)||33300042||33300020||-1||-1
Giant Silver Tear (Ainsel River) 3||33300862||33300062||-1||5020

--Crystalian
Crystalian (Miquella's Haligtree)||33500154||33500000||-1||15025
Crystalian Rot (Miquella's Haligtree)||33500556||33500000||-1||-1
Crystalian (Boss) (Raya Lucaria Crystal Tunnel)||33500920||33500000||-1||-1
Crystalian (Liurnia of the Lakes)||33500022||33500000||-1||-1
Putrid Crystalian (Ringblade) (B) (Sellia Hideaway)||33500940||33500900||-1||-1
Crystalian (Ringblade) (B) (Altus Tunnel)||33500930||33500910||-1||-1
Crystalian (B) (Miquella's Haligtree)||33501154||33501000||-1||15025
Crystalian (B) (Liurnia of the Lakes)||33501022||33501000||-1||-1
Crystalian (B) (Liurnia of the Lakes) 2||33501020||33501000||-1||-1
Crystalian Rot (C) (Miquella's Haligtree)||33501556||33501500||-1||-1
Putrid Crystalian (Spear) (C) (Sellia Hideaway)||33501940||33501500||-1||-1
Crystalian (Spear) (D) (Academy Crystal Cave)||33501920||33501900||-1||-1
Crystalian (Spear) (D) (Altus Tunnel)||33501930||33501910||-1||-1
Crystalian (E) (Miquella's Haligtree)||33502154||33502000||-1||15025
Crystalian Rot (E) (Miquella's Haligtree)||33502556||33502000||-1||-1
Crystalian (Staff) (F) (Academy Crystal Cave)||33502920||33502900||-1||-1
Putrid Crystalian (Staff) (F) (Sellia Hideaway)||33502940||33502900||-1||-1

--Ancestral Follower
Ancestral Follower (Ainsel River)||33600062||33600000||-1||-1
Ancestral Follower (Siofra River)||33605064||33600000||-1||-1
Ancestral Follower (Siofra River) 2||33600065||33600000||-1||-1
Ancestral Follower (Siofra River) 3||33600265||33600000||-1||-1
